listing_id,tower_number,unit_category,unit_number,floor_area_sqft,listing_status,client_id,price,month,price_per_sqft,is_sold,segment_id,segment_name,segment_label,country,region,client_type,acquisition_purpose,loan_applied
130550,13,Apartment,63,1623.8,Sold,C0415,503380.47,2024-02-01,310.001521123291,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,Nevada,Individual,Personal Use,Yes
130553,13,Apartment,64,792.66,Available,,258606.95,2024-02-01,326.25205005929405,False,,,,,,,,
130566,13,Apartment,66,1283.8,Sold,C1295,370346.72,2024-02-01,288.4769590278859,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,Yes
130602,13,Apartment,70,750.41,Available,,207425.57,2024-02-01,276.41631907890354,False,,,,,,,,
130606,13,Apartment,70,750.41,Available,,209844.72,2024-02-01,279.6400900840874,False,,,,,,,,
140040,14,Apartment,7,641.37,Sold,C1020,188463.78,2024-02-01,293.84564292062305,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
140063,14,Apartment,8,618.89,Available,,173044.31,2024-02-01,279.60430771219444,False,,,,,,,,
140094,14,Apartment,12,459.44,Available,,141454.76,2024-02-01,307.8851645481456,False,,,,,,,,
140104,14,Apartment,12,459.44,Sold,C0970,138008.71,2024-02-01,300.38462040745253,True,S3,International Buyers,S3 - International Buyers,Denmark,North Denmark,Individual,Personal Use,Yes
140145,14,Apartment,15,784.04,Sold,C1691,245553.02,2024-02-01,313.18940360185707,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Arizona,Individual,Personal Use,No
140149,14,Apartment,16,915.37,Sold,C0863,331782.88,2024-02-01,362.4576728536002,True,S3,International Buyers,S3 - International Buyers,Belgium,Wallonia,Individual,Personal Use,Yes
140153,14,Apartment,16,915.37,Available,,227003.78,2024-02-01,247.99128221374963,False,,,,,,,,
140160,14,Office,17,686.6,Sold,C0031,258061.02,2024-02-01,375.85351004951934,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,Nevada,Individual,Personal Use,Yes
140168,14,Apartment,17,686.6,Sold,C1362,206669.27,2024-02-01,301.0038887270609,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,Yes
140188,14,Apartment,21,1560.87,Available,,505990.58,2024-02-01,324.17214758436006,False,,,,,,,,
140225,14,Apartment,24,1205.25,Sold,C1200,366849.92,2024-02-01,304.37661895872225,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Utah,Individual,Personal Use,No
140244,14,Apartment,28,486.35,Sold,C1471,171063.35,2024-02-01,351.7288989410918,True,S3,International Buyers,S3 - International Buyers,UK,Northern Ireland,Individual,Personal Use,Yes
140262,14,Apartment,29,1618.34,Available,,490221.54,2024-02-01,302.9162845879111,False,,,,,,,,
140265,14,Apartment,29,1618.34,Sold,C1570,425122.86,2024-02-01,262.6906954039324,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Ohio,Individual,Personal Use,No
140282,14,Apartment,33,1894.96,Sold,C0874,604547.34,2024-02-01,319.02907713091565,True,S3,International Buyers,S3 - International Buyers,Belgium,Flanders,Individual,Investment,No
140288,14,Apartment,33,1894.96,Sold,C0409,599891.42,2024-02-01,316.5720754000085,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,Nevada,Individual,Personal Use,Yes
140304,14,Apartment,35,1152.84,Sold,C1550,349385.29,2024-02-01,303.0648572221644,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
140306,14,Apartment,35,1152.84,Available,,350392.89,2024-02-01,303.93887269699184,False,,,,,,,,
140316,14,Apartment,37,1469.73,Available,,406638.17,2024-02-01,276.67542337708284,False,,,,,,,,
140345,14,Apartment,41,543.61,Sold,C0405,149919.38,2024-02-01,275.7848089623075,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Colorado,Corporate,Personal Use,No
140357,14,Apartment,43,520.49,Sold,C1028,158596.58,2024-02-01,304.7062959903168,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,California,Individual,Personal Use,Yes
140422,14,Apartment,51,1346.3,Sold,C0727,500190.62,2024-02-01,371.52983733194685,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,Yes
140450,14,Apartment,53,1493.72,Sold,C1402,491592.98,2024-02-01,329.1065125994162,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Utah,Individual,Personal Use,No
150006,15,Apartment,1,1596.51,Sold,C1567,537350.96,2024-02-01,336.5785118790361,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Georgia,Individual,Personal Use,No
150016,15,Apartment,2,1522.89,Sold,C0199,564438.29,2024-02-01,370.636283644912,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
150051,15,Office,8,1056.46,Sold,C1576,368058.42,2024-02-01,348.3884103515514,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Nevada,Individual,Investment,Yes
150092,15,Apartment,14,1832.17,Sold,C1001,574884.08,2024-02-01,313.77223729239097,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
150112,15,Apartment,16,1692.61,Sold,C0478,404581.32,2024-02-01,239.02808089282235,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Ohio,Individual,Investment,No
150137,15,Apartment,17,562.64,Available,,184006.79,2024-02-01,327.0417851556946,False,,,,,,,,
150138,15,Apartment,17,562.64,Available,,161202.01,2024-02-01,286.5100419451159,False,,,,,,,,
150144,15,Apartment,17,562.64,Sold,C0437,145618.18,2024-02-01,258.8123489264894,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Texas,Individual,Personal Use,No
150159,15,Apartment,21,1271.25,Available,,367447.17,2024-02-01,289.04398820059,False,,,,,,,,
150187,15,Apartment,23,1279.23,Sold,C1245,446463.88,2024-02-01,349.00985749239777,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,California,Individual,Personal Use,Yes
150216,15,Apartment,24,924.36,Sold,C1704,270962.44,2024-02-01,293.13518542559177,True,S3,International Buyers,S3 - International Buyers,Denmark,Capital Region,Individual,Personal Use,No
150248,15,Apartment,30,1523.22,Available,,397859.23,2024-02-01,261.1961699557516,False,,,,,,,,
150254,15,Office,30,1523.22,Sold,C1438,574838.1,2024-02-01,377.38350336786544,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,California,Individual,Personal Use,Yes
150265,15,Apartment,31,1901.65,Sold,C0461,473479.09,2024-02-01,248.98329871427444,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Arizona,Individual,Personal Use,No
150274,15,Apartment,32,1338.63,Sold,C1150,436593.99,2024-02-01,326.14986217251965,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Nevada,Individual,Investment,No
150281,15,Apartment,34,1304.22,Sold,C1562,396890.26,2024-02-01,304.31235527748385,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
150301,15,Apartment,35,745.49,Sold,C0979,236366.58,2024-02-01,317.0620397322566,True,S3,International Buyers,S3 - International Buyers,Canada,Quebec,Individual,Investment,No
150303,15,Apartment,35,745.49,Sold,C1321,200227.78,2024-02-01,268.58546727655636,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Colorado,Individual,Investment,No
150321,15,Apartment,37,763.09,Sold,C1123,254595.83,2024-02-01,333.6380112437589,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Virginia,Individual,Personal Use,No
150393,15,Office,50,1841.5,Sold,C0019,579649.56,2024-02-01,314.7703285365192,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,California,Individual,Personal Use,Yes
150398,15,Apartment,50,1841.5,Sold,C0730,629261.99,2024-02-01,341.7116426825957,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,No
150406,15,Apartment,51,1689.08,Sold,C0930,410092.17,2024-02-01,242.79025860231604,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Washington,Individual,Investment,Yes
150413,15,Office,52,829.2,Sold,C0831,275828.72,2024-02-01,332.64438012542206,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
150449,15,Apartment,55,892.75,Available,,261235.71,2024-02-01,292.61910949313915,False,,,,,,,,
150471,15,Apartment,57,429.34,Sold,C1680,139826.6,2024-02-01,325.67801742208974,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,No
150496,15,Apartment,58,1750.89,Sold,C1688,578952.08,2024-02-01,330.6615949602773,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Oregon,Individual,Personal Use,No
150516,15,Office,60,1033.2,Sold,C0499,383627.2,2024-02-01,371.30003871467284,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,Colorado,Individual,Personal Use,Yes
160080,16,Apartment,9,1524.04,Available,,414540.9,2024-02-01,272.00132542452957,False,,,,,,,,
160086,16,Apartment,10,1608.56,Sold,C0146,536362.57,2024-02-01,333.442687869896,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Colorado,Individual,Personal Use,No
160088,16,Apartment,10,1608.56,Sold,C0439,461116.22,2024-02-01,286.66398517929076,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Virginia,Individual,Personal Use,No
160094,16,Apartment,10,1608.56,Sold,C1776,439467.59,2024-02-01,273.20559382304674,True,S3,International Buyers,S3 - International Buyers,France,Occitanie,Individual,Personal Use,No
160104,16,Apartment,11,1288.42,Sold,C1933,413006.8,2024-02-01,320.55292528833763,True,S3,International Buyers,S3 - International Buyers,Australia,Queensland,Corporate,Personal Use,No
160109,16,Apartment,11,1288.42,Sold,C1762,399439.17,2024-02-01,310.0224849039909,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Virginia,Individual,Personal Use,No
160127,16,Apartment,14,660.84,Sold,C0454,191795.51,2024-02-01,290.22987409963076,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Nevada,Corporate,Investment,No
160164,16,Apartment,21,837.95,Sold,C1138,266754.6,2024-02-01,318.3419058416373,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Oregon,Individual,Personal Use,No
160173,16,Apartment,21,837.95,Sold,C0965,255581.66,2024-02-01,305.0082463154126,True,S2,Domestic Investors,S2 - Domestic Investors,USA,New York,Individual,Investment,No
160183,16,Apartment,22,1575.06,Sold,C0468,443913.41,2024-02-01,281.8390474013688,True,S3,International Buyers,S3 - International Buyers,Mexico,Jalisco,Individual,Investment,Yes
160198,16,Office,25,853.37,Sold,C1946,252105.14,2024-02-01,295.42301697973915,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
160218,16,Apartment,27,1164.55,Sold,C1112,377256.14,2024-02-01,323.9501438323816,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Nevada,Individual,Investment,Yes
160222,16,Apartment,27,1164.55,Available,,344197.65,2024-02-01,295.56279249495515,False,,,,,,,,
160229,16,Apartment,28,1440.71,Sold,C1216,357442.82,2024-02-01,248.10185255880782,True,S3,International Buyers,S3 - International Buyers,France,Normandy,Individual,Personal Use,No
160252,16,Apartment,29,489.49,Sold,C0266,141541.69,2024-02-01,289.16155590512574,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,California,Individual,Personal Use,Yes
160256,16,Apartment,29,489.49,Sold,C1233,140776.38,2024-02-01,287.59807146213404,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Utah,Individual,Personal Use,No
160292,16,Apartment,35,629.97,Sold,C0137,193715.82,2024-02-01,307.50007143197297,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,California,Individual,Personal Use,Yes
160294,16,Apartment,35,629.97,Sold,C0577,165950.58,2024-02-01,263.42616315062617,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Arizona,Individual,Personal Use,No
160341,16,Apartment,41,1001.72,Sold,C0259,290115.22,2024-02-01,289.6170786247654,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Oregon,Individual,Personal Use,No
160376,16,Apartment,43,1185.4,Sold,C1874,384995.65,2024-02-01,324.78121309262696,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Colorado,Individual,Investment,No
170023,17,Apartment,2,1738.5,Sold,C0984,446275.9,2024-02-01,256.7016968651136,True,S3,International Buyers,S3 - International Buyers,Canada,British Columbia,Individual,Personal Use,Yes
170030,17,Office,2,1738.5,Available,,497904.58,2024-02-01,286.3989531205062,False,,,,,,,,
170042,17,Apartment,5,1829.38,Sold,C0199,596863.29,2024-02-01,326.2653412631602,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
170055,17,Apartment,7,1300.91,Sold,C1892,448573.99,2024-02-01,344.81554450346295,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Nevada,Individual,Investment,Yes
170057,17,Apartment,7,1300.91,Sold,C1018,347722.15,2024-02-01,267.29147289205247,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,Colorado,Individual,Personal Use,Yes
170072,17,Apartment,9,1505.53,Available,,476639.92,2024-02-01,316.59277463750306,False,,,,,,,,
170092,17,Apartment,11,596.22,Available,,195941.56,2024-02-01,328.6396967562309,False,,,,,,,,
170101,17,Apartment,12,451.91,Sold,C0557,124905.01,2024-02-01,276.39355181341415,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Utah,Individual,Investment,No
170129,17,Apartment,15,1365.73,Sold,C1118,401356.84,2024-02-01,293.87714994911147,True,S3,International Buyers,S3 - International Buyers,UK,Scotland,Corporate,Investment,Yes
170138,17,Apartment,16,1693.0,Sold,C0279,462143.05,2024-02-01,272.97285883047846,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Oregon,Individual,Personal Use,No
170164,17,Apartment,17,1827.25,Sold,C1872,495320.72,2024-02-01,271.074412368313,True,S3,International Buyers,S3 - International Buyers,Mexico,Mexico City,Individual,Personal Use,No
170186,17,Office,20,792.27,Sold,C0228,306527.75,2024-02-01,386.8980902974996,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Oregon,Individual,Investment,No
170247,17,Apartment,28,1201.04,Sold,C0248,355954.45,2024-02-01,296.37185272763605,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,Florida,Individual,Personal Use,Yes
170254,17,Office,29,594.46,Sold,C1005,181678.15,2024-02-01,305.61879689129626,True,S3,International Buyers,S3 - International Buyers,Germany,Hamburg,Individual,Personal Use,No
170255,17,Apartment,30,1200.23,Available,,325438.37,2024-02-01,271.14667188788815,False,,,,,,,,
170288,17,Apartment,35,1667.01,Available,,479534.09,2024-02-01,287.66119579366654,False,,,,,,,,
170292,17,Apartment,35,1667.01,Sold,C0317,518973.54,2024-02-01,311.3199920816312,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,Yes
170320,17,Apartment,39,1341.67,Sold,C1114,367529.08,2024-02-01,273.9340374309629,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
170329,17,Apartment,41,1422.93,Sold,C0196,433490.47,2024-02-01,304.64637754492486,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Nevada,Individual,Investment,No
170359,17,Apartment,46,1582.61,Sold,C0705,503584.0,2024-02-01,318.19841906723707,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Nevada,Individual,Personal Use,No
170390,17,Apartment,48,1833.96,Sold,C1014,486678.57,2024-02-01,265.3703297781849,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,California,Individual,Personal Use,Yes
170428,17,Apartment,49,1283.67,Sold,C0174,386354.65,2024-02-01,300.97661392725547,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,No
180035,18,Apartment,4,1096.58,Sold,C0152,325420.36,2024-02-01,296.75934268361635,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,Yes
180048,18,Apartment,5,883.32,Available,,248479.35,2024-02-01,281.3016234207309,False,,,,,,,,
180069,18,Apartment,9,894.92,Sold,C1553,279700.41,2024-02-01,312.5423613283869,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Utah,Corporate,Personal Use,No
180093,18,Apartment,12,1692.5,Sold,C0657,593053.61,2024-02-01,350.40095125553916,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
180096,18,Apartment,13,537.4,Sold,C0064,150684.73,2024-02-01,280.3958503907704,True,S3,International Buyers,S3 - International Buyers,UK,Northern Ireland,Individual,Investment,No
180101,18,Apartment,14,1742.3,Available,,508866.01,2024-02-01,292.0656660735809,False,,,,,,,,
180107,18,Apartment,14,1742.3,Sold,C1544,553861.15,2024-02-01,317.8908052574184,True,S3,International Buyers,S3 - International Buyers,Russia,Tatarstan,Individual,Personal Use,No
180175,18,Apartment,23,1659.02,Sold,C0230,567272.16,2024-02-01,341.9320803848055,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Nevada,Corporate,Investment,Yes
180186,18,Apartment,25,911.94,Sold,C1782,241281.34,2024-02-01,264.58027940434675,True,S3,International Buyers,S3 - International Buyers,UK,England,Individual,Investment,No
180189,18,Office,25,911.94,Sold,C0192,270290.23,2024-02-01,296.39036559422766,True,S3,International Buyers,S3 - International Buyers,Belgium,Brussels,Individual,Investment,Yes
180196,18,Apartment,25,911.94,Available,,331203.98,2024-02-01,363.18615259775856,False,,,,,,,,
180207,18,Apartment,26,1147.71,Sold,C0441,373730.03,2024-02-01,325.6310653388051,True,S3,International Buyers,S3 - International Buyers,Russia,Krasnodar Krai,Individual,Investment,No
180231,18,Apartment,29,578.36,Sold,C0656,164194.34,2024-02-01,283.8964312884708,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Colorado,Individual,Personal Use,No
180243,18,Office,30,1795.66,Available,,578903.83,2024-02-01,322.3905583462348,False,,,,,,,,
180250,18,Apartment,30,1795.66,Available,,577066.55,2024-02-01,321.36738023902075,False,,,,,,,,
180257,18,Apartment,30,1795.66,Sold,C0674,584942.34,2024-02-01,325.7533942951338,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,No
180368,18,Apartment,41,852.83,Sold,C1461,280416.46,2024-02-01,328.8069838068548,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
180376,18,Office,42,1045.42,Available,,261647.78,2024-02-01,250.28005968892884,False,,,,,,,,
180379,18,Apartment,42,1045.42,Sold,C0961,302608.38,2024-02-01,289.4610587132444,True,S3,International Buyers,S3 - International Buyers,UK,Wales,Individual,Personal Use,Yes
180440,18,Apartment,49,1457.92,Sold,C0242,478633.51,2024-02-01,328.29888471246704,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,Utah,Individual,Personal Use,Yes
180446,18,Apartment,50,854.74,Sold,C0681,258314.7,2024-02-01,302.21435758242274,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Corporate,Personal Use,No
180520,18,Apartment,58,955.23,Sold,C1669,262721.0,2024-02-01,275.0342849366121,True,S3,International Buyers,S3 - International Buyers,Canada,Alberta,Individual,Investment,Yes
180523,18,Apartment,58,955.23,Sold,C1476,292435.58,2024-02-01,306.1415365932812,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Nevada,Individual,Personal Use,No
180525,18,Apartment,58,955.23,Available,,257922.89,2024-02-01,270.01129570888685,False,,,,,,,,
180529,18,Apartment,60,1488.67,Sold,C1722,467587.82,2024-02-01,314.0976979451457,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Nevada,Individual,Personal Use,No
180538,18,Apartment,61,1019.7,Sold,C1518,276712.17,2024-02-01,271.3662547808179,True,S3,International Buyers,S3 - International Buyers,Australia,Victoria,Individual,Personal Use,Yes
180547,18,Apartment,62,1330.41,Available,,397198.34,2024-02-01,298.55333318300376,False,,,,,,,,
180549,18,Apartment,63,1855.14,Sold,C0219,639093.49,2024-02-01,344.4987925439589,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
180555,18,Office,64,893.66,Sold,C1618,281995.9,2024-02-01,315.55166394378176,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,Washington,Individual,Personal Use,Yes
180561,18,Apartment,66,1631.24,Available,,462495.17,2024-02-01,283.52368137122676,False,,,,,,,,
190008,19,Apartment,3,1468.68,Available,,531728.48,2024-02-01,362.0451561946782,False,,,,,,,,
190054,19,Apartment,8,974.77,Sold,C0343,309910.82,2024-02-01,317.93225068477693,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
190069,19,Apartment,10,747.71,Available,,206570.93,2024-02-01,276.27145551082634,False,,,,,,,,
190090,19,Apartment,13,766.61,Sold,C0155,238904.76,2024-02-01,311.6379384563207,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Corporate,Investment,No
190091,19,Apartment,13,766.61,Sold,C1182,238204.01,2024-02-01,310.7238491540679,True,S3,International Buyers,S3 - International Buyers,Germany,Bavaria,Individual,Investment,Yes
190105,19,Apartment,14,630.47,Sold,C0253,177004.8,2024-02-01,280.7505511761067,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Virginia,Individual,Personal Use,No
190108,19,Apartment,15,538.06,Sold,C1929,175560.33,2024-02-01,326.2839274430361,True,S3,International Buyers,S3 - International Buyers,Mexico,Jalisco,Individual,Personal Use,Yes
190113,19,Apartment,16,1711.98,Available,,463890.78,2024-02-01,270.96740616128693,False,,,,,,,,
190125,19,Apartment,17,574.75,Sold,C0710,151955.73,2024-02-01,264.38578512396697,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,Oregon,Individual,Personal Use,Yes
190144,19,Apartment,19,1697.73,Available,,459889.21,2024-02-01,270.88477555323874,False,,,,,,,,
190158,19,Apartment,20,1772.03,Available,,530253.96,2024-02-01,299.23531768649514,False,,,,,,,,
190182,19,Apartment,22,935.25,Available,,236887.92,2024-02-01,253.28834001603852,False,,,,,,,,
190203,19,Apartment,25,996.38,Sold,C1736,336027.12,2024-02-01,337.24795760653564,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,Yes
190214,19,Apartment,26,668.24,Available,,212529.4,2024-02-01,318.0435172991739,False,,,,,,,,
190254,19,Apartment,29,1657.84,Sold,C0469,440219.48,2024-02-01,265.5379771268639,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
190257,19,Apartment,29,1657.84,Sold,C1760,483936.27,2024-02-01,291.9077052067751,True,S3,International Buyers,S3 - International Buyers,Belgium,Brussels,Individual,Personal Use,No
190330,19,Apartment,39,1237.04,Sold,C0881,308610.09,2024-02-01,249.47462491107808,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Colorado,Individual,Investment,No
190354,19,Office,41,1657.19,Sold,C0208,528026.75,2024-02-01,318.62776748592495,True,S3,International Buyers,S3 - International Buyers,France,Provence,Individual,Personal Use,Yes
190368,19,Apartment,42,1137.59,Available,,391167.45,2024-02-01,343.8562663173903,False,,,,,,,,
190370,19,Apartment,42,1137.59,Sold,C1565,276356.31,2024-02-01,242.9313812533514,True,S3,International Buyers,S3 - International Buyers,Mexico,Jalisco,Individual,Personal Use,No
190380,19,Apartment,43,1697.72,Sold,C0338,539440.64,2024-02-01,317.74417453997125,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,California,Individual,Personal Use,Yes
190398,19,Apartment,46,1926.19,Available,,579694.24,2024-02-01,300.95382075496184,False,,,,,,,,
190415,19,Apartment,47,1126.37,Available,,399681.67,2024-02-01,354.84047870593145,False,,,,,,,,
190432,19,Apartment,50,1227.01,Sold,C1500,363010.65,2024-02-01,295.8497893252704,True,S3,International Buyers,S3 - International Buyers,Australia,Victoria,Individual,Personal Use,No
200013,20,Office,1,1898.39,Sold,C0175,634424.32,2024-02-01,334.19071950442213,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Washington,Individual,Personal Use,No
200044,20,Apartment,5,802.5,Available,,237460.12,2024-02-01,295.90046105919004,False,,,,,,,,
200067,20,Apartment,8,1268.45,Sold,C0914,362803.25,2024-02-01,286.02093105758996,True,S3,International Buyers,S3 - International Buyers,France,Provence,Individual,Investment,No
200068,20,Apartment,8,1268.45,Sold,C1556,410418.36,2024-02-01,323.5589577831211,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Colorado,Individual,Investment,No
200070,20,Apartment,8,1268.45,Available,,336141.69,2024-02-01,265.0019236075525,False,,,,,,,,
200092,20,Apartment,13,1587.57,Sold,C0890,480775.4,2024-02-01,302.83729221388666,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Virginia,Individual,Investment,Yes
200111,20,Apartment,15,1805.12,Available,,589254.84,2024-02-01,326.43527300124094,False,,,,,,,,
200179,20,Apartment,19,759.72,Sold,C1011,290649.55,2024-02-01,382.5745669457168,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,No
200189,20,Apartment,20,1110.23,Sold,C1570,305301.94,2024-02-01,274.9898129216469,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Ohio,Individual,Personal Use,No
200216,20,Apartment,26,1941.62,Sold,C1062,704808.48,2024-02-01,363.00021631421185,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
200227,20,Apartment,28,463.13,Sold,C1193,119668.45,2024-02-01,258.39062466262175,True,S3,International Buyers,S3 - International Buyers,UK,England,Individual,Personal Use,No
200228,20,Apartment,29,1844.16,Sold,C1410,577676.3,2024-02-01,313.2463018393198,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Nevada,Individual,Personal Use,No
200233,20,Apartment,29,1844.16,Sold,C1740,561035.94,2024-02-01,304.22302837064024,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,California,Individual,Personal Use,Yes
200234,20,Office,29,1844.16,Sold,C1524,582397.59,2024-02-01,315.8064321967725,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Virginia,Individual,Personal Use,No
200245,20,Apartment,30,1703.94,Sold,C0981,513840.39,2024-02-01,301.5601429627804,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,No
200278,20,Apartment,31,1414.44,Sold,C1693,464582.73,2024-02-01,328.45700772036986,True,S3,International Buyers,S3 - International Buyers,Belgium,Flanders,Individual,Personal Use,No
200281,20,Apartment,31,1414.44,Sold,C1044,379009.7,2024-02-01,267.9574248465824,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Nevada,Individual,Investment,No
